area_type,availability,location,bath,balcony,price,total_sqft_int,bhk,price_per_sqft
Super built-up  Area,Ready To Move,Ganga Nagar,1.0,0.0,38.0,600.0,1.0,6333.333333333333
Plot  Area,Ready To Move,Ganga Nagar,3.0,3.0,65.0,1105.0,2.0,5882.35294117647
Super built-up  Area,Ready To Move,Ganga Nagar,3.0,2.0,65.0,1200.0,3.0,5416.666666666667
Built-up  Area,Ready To Move,Ganga Nagar,3.0,2.0,52.0,1100.0,3.0,4727.272727272727
Super built-up  Area,Ready To Move,Ganga Nagar,2.0,2.0,65.0,1069.0,3.0,6080.449017773621
Super built-up  Area,Ready To Move,Ganga Nagar,2.0,2.0,65.0,1220.0,3.0,5327.868852459016
Super built-up  Area,Ready To Move,Ganga Nagar,1.0,1.0,65.0,1760.0,2.0,3693.181818181818
Built-up  Area,Ready To Move,Garebhavipalya,2.0,1.0,75.0,1107.0,3.0,6775.067750677506
Super built-up  Area,Ready To Move,Garudachar Palya,2.0,2.0,60.8,3000.0,6.0,2026.6666666666667
Super built-up  Area,Ready To Move,Garudachar Palya,2.0,1.0,52.75,1092.0,3.0,4830.58608058608
Super built-up  Area,Ready To Move,Garudachar Palya,2.0,1.0,59.5,1100.0,3.0,5409.090909090909
Super built-up  Area,Ready To Move,Garudachar Palya,2.0,2.0,60.6,995.0,2.0,6090.452261306533
Super built-up  Area,Ready To Move,Garudachar Palya,2.0,2.0,59.5,2500.0,4.0,2380.0
Super built-up  Area,Ready To Move,Garudachar Palya,2.0,2.0,52.8,1285.0,2.0,4108.949416342412
Super built-up  Area,Ready To Move,Garudachar Palya,2.0,1.0,52.8,2100.0,2.0,2514.285714285714
Super built-up  Area,Ready To Move,Garudachar Palya,2.0,1.0,48.5,2400.0,3.0,2020.8333333333333
Super built-up  Area,Ready To Move,Garudachar Palya,2.0,1.0,52.5,1133.0,2.0,4633.715798764342
Super built-up  Area,Ready To Move,Garudachar Palya,2.0,2.0,60.8,1260.0,3.0,4825.396825396825
Super built-up  Area,Ready To Move,Garudachar Palya,2.0,1.0,48.66,1510.0,4.0,3222.5165562913908
Built-up  Area,Ready To Move,Garudachar Palya,2.0,3.0,119.0,1075.0,2.0,11069.767441860466
Super built-up  Area,Ready To Move,Garudachar Palya,2.0,2.0,60.0,1153.0,3.0,5203.816131830009
Super built-up  Area,18-Apr,Gattahalli,2.0,1.0,45.5,1385.0,2.0,3285.198555956679
Super built-up  Area,18-Apr,Gattahalli,2.0,1.0,63.0,1510.0,4.0,4172.185430463576
Super built-up  Area,Ready To Move,Geddalahalli,2.0,2.0,65.0,1224.0,2.0,5310.4575163398695
Built-up  Area,Ready To Move,Geleyara Balaga Layout,2.0,1.0,22.0,1320.0,2.0,1666.6666666666667
Plot  Area,Ready To Move,Gidada Konnenahalli,4.0,2.0,240.0,2047.0,3.0,11724.47484123107
Plot  Area,Ready To Move,Giri Nagar,3.0,1.0,140.0,1425.0,3.0,9824.561403508771
Plot  Area,Ready To Move,Giri Nagar,3.0,2.0,252.0,3309.0,3.0,7615.593834995467
Super built-up  Area,Ready To Move,Giri Nagar,5.0,3.0,250.0,1991.0,4.0,12556.504269211451
Plot  Area,Ready To Move,Giri Nagar,3.0,0.0,240.0,1290.0,3.0,18604.6511627907
Plot  Area,18-May,Giri Nagar,4.0,2.0,175.0,1600.0,4.0,10937.5
Built-up  Area,Ready To Move,Giri Nagar,1.0,1.0,125.0,1222.0,2.0,10229.132569558102
Plot  Area,Ready To Move,Gkvk Layout,3.0,3.0,195.0,1200.0,2.0,16250.0
Built-up  Area,Ready To Move,Glass Factory Layout,3.0,2.0,60.0,1425.0,3.0,4210.526315789473
Super built-up  Area,Ready To Move,Glass Factory Layout,3.0,3.0,65.0,1400.0,3.0,4642.857142857143
Super built-up  Area,Ready To Move,Gollahalli,3.0,2.0,78.0,2849.0,2.0,2737.8027378027377
Super built-up  Area,Ready To Move,Gollahalli,2.0,1.0,47.0,1240.0,3.0,3790.3225806451615
Built-up  Area,Ready To Move,Gollahalli,2.0,1.0,48.0,1241.0,3.0,3867.8485092667206
Super built-up  Area,Ready To Move,Gollahalli,2.0,1.0,45.51,1350.0,3.0,3371.1111111111113
Super built-up  Area,Ready To Move,Gollahalli,2.0,1.0,39.0,1200.0,2.0,3250.0
Built-up  Area,Ready To Move,Gollarapalya Hosahalli,2.0,1.0,34.5,1490.0,3.0,2315.4362416107383
Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,3.0,3.0,62.0,1430.0,3.0,4335.664335664335
Built-up  Area,Ready To Move,Gollarapalya Hosahalli,2.0,1.0,34.5,1804.0,3.0,1912.4168514412418
Built-up  Area,Ready To Move,Gollarapalya Hosahalli,2.0,0.0,36.5,1450.0,3.0,2517.2413793103447
Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,3.0,2.0,60.0,2700.0,2.0,2222.222222222222
Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,2.0,2.0,49.0,1865.0,2.0,2627.3458445040214
Built-up  Area,Ready To Move,Gollarapalya Hosahalli,2.0,2.0,36.5,1115.0,2.0,3273.542600896861
Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,3.0,2.0,56.0,1289.0,3.0,4344.453064391001
Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,2.0,1.0,50.0,2990.0,3.0,1672.2408026755852
Super built-up  Area,19-Mar,Gopalapura,3.0,2.0,298.0,1210.0,3.0,24628.099173553717
Super built-up  Area,18-Dec,Gopalapura,3.0,2.0,193.0,1150.0,3.0,16782.608695652172
Plot  Area,19-Jan,Gopalkrishna Nagar,3.0,2.0,62.0,1255.0,2.0,4940.239043824701
Super built-up  Area,Ready To Move,Gopalkrishna Nagar,2.0,2.0,75.0,1450.0,2.0,5172.413793103448
Built-up  Area,Ready To Move,Gopalkrishna Nagar,2.0,1.0,75.0,1476.0,2.0,5081.30081300813
Super built-up  Area,Ready To Move,Gopalkrishna Nagar,2.0,1.0,97.0,2000.0,3.0,4850.0
Super built-up  Area,Ready To Move,Gopalkrishna Nagar,2.0,2.0,95.0,1400.0,4.0,6785.714285714285
Built-up  Area,Ready To Move,Gottigere,2.0,2.0,40.0,1100.0,2.0,3636.3636363636365
Built-up  Area,Ready To Move,Gottigere,2.0,3.0,45.0,1020.0,2.0,4411.764705882353
Built-up  Area,Ready To Move,Gottigere,2.0,1.0,25.0,1075.0,2.0,2325.5813953488373
Super built-up  Area,Ready To Move,Gottigere,3.0,3.0,82.5,1275.0,2.0,6470.588235294118
Super built-up  Area,Ready To Move,Gottigere,2.0,1.0,63.0,1602.0,3.0,3932.5842696629215
Super built-up  Area,Ready To Move,Gottigere,3.0,3.0,65.0,1100.0,2.0,5909.090909090909
Super built-up  Area,Ready To Move,Gottigere,2.0,1.0,38.0,1550.0,2.0,2451.6129032258063
Super built-up  Area,Ready To Move,Gottigere,2.0,1.0,48.5,1130.0,2.0,4292.0353982300885
Built-up  Area,Ready To Move,Gottigere,4.0,2.0,82.0,1216.0,3.0,6743.421052631579
Super built-up  Area,Ready To Move,Gottigere,2.0,2.0,65.0,1200.0,3.0,5416.666666666667
Super built-up  Area,Ready To Move,Gottigere,3.0,2.0,70.0,1666.0,3.0,4201.680672268908
Super built-up  Area,Ready To Move,Gottigere,3.0,3.0,72.0,1418.0,3.0,5077.574047954866
Super built-up  Area,Ready To Move,Gottigere,3.0,3.0,80.0,1850.0,3.0,4324.324324324324
Super built-up  Area,Ready To Move,Gottigere,2.0,1.0,40.0,1200.0,2.0,3333.3333333333335
Super built-up  Area,Ready To Move,Gottigere,3.0,2.0,64.0,1145.0,3.0,5589.519650655022
Super built-up  Area,Ready To Move,Gottigere,2.0,2.0,30.0,1280.0,1.0,2343.75
Super built-up  Area,Ready To Move,Gottigere,2.0,2.0,50.0,1440.0,2.0,3472.222222222222
Super built-up  Area,Ready To Move,Gottigere,2.0,2.0,45.0,1360.0,2.0,3308.823529411765
Super built-up  Area,Ready To Move,Gottigere,2.0,2.0,95.0,2005.0,2.0,4738.154613466334
Super built-up  Area,Ready To Move,Gottigere,2.0,3.0,40.0,1050.0,2.0,3809.5238095238096
Super built-up  Area,Ready To Move,Gottigere,2.0,1.0,61.0,1150.0,3.0,5304.347826086957
Super built-up  Area,Ready To Move,Gottigere,2.0,1.0,56.58,1200.0,2.0,4715.0
Super built-up  Area,Ready To Move,Gottigere,2.0,1.0,28.0,1355.0,2.0,2066.420664206642
Super built-up  Area,Ready To Move,Gottigere,2.0,3.0,90.0,1560.0,1.0,5769.2307692307695
Super built-up  Area,Ready To Move,Gottigere,2.0,2.0,36.25,1235.0,2.0,2935.2226720647773
Super built-up  Area,18-Nov,Govindpura,2.0,1.0,62.17,1650.0,2.0,3767.878787878788
Super built-up  Area,18-Nov,Govindpura,3.0,1.0,73.9,2079.0,3.0,3554.593554593555
Super built-up  Area,18-Nov,Govindpura,3.0,1.0,77.89,1500.0,3.0,5192.666666666667
Super built-up  Area,Ready To Move,Green Domain Layout,3.0,3.0,170.0,1026.0,2.0,16569.200779727096
Built-up  Area,Ready To Move,Green Glen Layout,3.0,2.0,120.0,1150.0,3.0,10434.782608695652
Super built-up  Area,Ready To Move,Green Glen Layout,3.0,2.0,105.0,1550.0,2.0,6774.193548387097
Super built-up  Area,Ready To Move,Green Glen Layout,4.0,1.5843757375501535,230.0,2350.0,3.0,9787.234042553191
Built-up  Area,Ready To Move,Green Glen Layout,3.0,2.0,115.0,1380.0,2.0,8333.333333333334
Super built-up  Area,Ready To Move,Green Glen Layout,2.0,1.0,115.0,1358.0,2.0,8468.335787923417
Super built-up  Area,Ready To Move,Green Glen Layout,3.0,2.0,130.0,1745.0,2.0,7449.856733524355
Super built-up  Area,Ready To Move,Green Glen Layout,3.0,2.0,105.0,1190.0,2.0,8823.529411764706
Super built-up  Area,Ready To Move,Green Glen Layout,3.0,2.0,160.0,1636.0,4.0,9779.9511002445
Super built-up  Area,Ready To Move,Green Glen Layout,3.0,2.0,110.0,1250.0,3.0,8800.0
Super built-up  Area,Ready To Move,Green Glen Layout,3.0,3.0,100.0,1190.0,2.0,8403.361344537816
Super built-up  Area,Ready To Move,Green Glen Layout,3.0,2.0,120.0,1276.0,3.0,9404.388714733543
Super built-up  Area,Ready To Move,Green Glen Layout,3.0,2.0,115.0,1402.0,3.0,8202.567760342368
Super built-up  Area,Ready To Move,Green Glen Layout,3.0,3.0,120.0,1450.0,2.0,8275.862068965518
Super built-up  Area,Ready To Move,Green Glen Layout,2.0,2.0,105.0,1520.0,2.0,6907.894736842105
Super built-up  Area,Ready To Move,Green Glen Layout,3.0,2.0,105.0,1200.0,3.0,8750.0
Built-up  Area,Ready To Move,Green Glen Layout,3.0,3.0,105.0,1410.0,2.0,7446.808510638298
Super built-up  Area,Ready To Move,Green Glen Layout,3.0,3.0,125.0,1659.0,2.0,7534.659433393611
Built-up  Area,Ready To Move,Green View Layout,2.0,2.0,40.0,1156.0,2.0,3460.2076124567475
Super built-up  Area,Ready To Move,Green View Layout,2.0,1.0,48.0,1183.0,3.0,4057.4809805579034
Built-up  Area,Ready To Move,Green View Layout,2.0,1.0,42.0,1090.0,3.0,3853.211009174312
Built-up  Area,Ready To Move,Green View Layout,2.0,2.0,45.0,1938.0,2.0,2321.981424148607
Super built-up  Area,Ready To Move,Gubbalala,2.0,2.0,82.0,1325.0,3.0,6188.679245283019
Plot  Area,Ready To Move,Gubbalala,3.0,2.0,75.0,1200.0,3.0,6250.0
Super built-up  Area,Ready To Move,Gubbalala,3.0,2.0,125.0,2038.5,2.0,6131.95977434388
Super built-up  Area,Ready To Move,Gubbalala,3.0,2.0,104.0,1075.0,2.0,9674.418604651162
Super built-up  Area,Ready To Move,Gubbalala,3.0,2.0,115.0,2400.0,2.0,4791.666666666667
Super built-up  Area,Ready To Move,Gubbalala,3.0,2.0,110.0,2912.5,2.0,3776.824034334764
Built-up  Area,Ready To Move,Gubbalala,2.0,2.0,52.36,1636.0,2.0,3200.4889975550122
Super built-up  Area,Ready To Move,Gubbalala,2.0,2.0,32.25,1000.0,2.0,3225.0
Plot  Area,Ready To Move,Gubbalala,3.0,1.0,88.0,2400.0,4.0,3666.6666666666665
Super built-up  Area,Ready To Move,Gubbalala,2.0,2.0,80.0,1110.0,2.0,7207.207207207207
Plot  Area,Ready To Move,Gubbalala,4.0,1.0,85.0,1224.0,3.0,6944.444444444444
Super built-up  Area,Ready To Move,Gubbalala,3.0,2.0,39.14,1900.0,2.0,2060.0
Super built-up  Area,Ready To Move,Gubbalala,2.0,1.0,46.0,1200.0,2.0,3833.3333333333335
Super built-up  Area,Ready To Move,Gubbalala,3.0,3.0,125.0,1798.0,3.0,6952.169076751947
Super built-up  Area,Ready To Move,Gubbalala,3.0,2.0,140.0,1290.0,2.0,10852.713178294574
Super built-up  Area,Ready To Move,Gulimangala,3.0,3.0,50.0,1200.0,2.0,4166.666666666667
Super built-up  Area,18-Apr,Gunjur,2.0,3.0,43.0,1220.0,2.0,3524.590163934426
Plot  Area,Ready To Move,Gunjur,3.0,0.0,95.0,1445.0,4.0,6574.39446366782
Super built-up  Area,Ready To Move,Gunjur,2.0,2.0,44.0,1531.0,2.0,2873.938602220771
Super built-up  Area,Ready To Move,Gunjur,2.0,2.0,41.0,1250.0,2.0,3280.0
Super built-up  Area,Ready To Move,Gunjur,3.0,3.0,80.0,1605.0,2.0,4984.423676012461
Super built-up  Area,Ready To Move,Gunjur,2.0,2.0,43.48,3500.0,1.0,1242.2857142857142
Super built-up  Area,Ready To Move,Gunjur,2.0,2.0,40.0,1861.0,2.0,2149.38205265986
Super built-up  Area,18-Aug,Gunjur,2.0,2.0,52.76,975.0,2.0,5411.282051282052
Super built-up  Area,Ready To Move,Gunjur,3.0,1.0,62.63,1100.0,2.0,5693.636363636364
Super built-up  Area,Ready To Move,Gunjur,2.0,3.0,90.0,1185.0,3.0,7594.93670886076
Super built-up  Area,Ready To Move,Gunjur,2.0,3.0,60.0,1330.0,3.0,4511.278195488721
Super built-up  Area,18-May,Gunjur Palya,2.0,1.0,43.0,1200.0,2.0,3583.3333333333335
Built-up  Area,18-Feb,Gunjur Palya,2.0,2.0,40.0,1914.0,2.0,2089.864158829676
Super built-up  Area,18-Dec,Gunjur Palya,2.0,2.0,25.4,1245.0,3.0,2040.1606425702812
Super built-up  Area,Ready To Move,Gunjur Palya,2.0,3.0,71.0,1976.0,3.0,3593.1174089068827
Built-up  Area,17-Sep,HAL 2nd Stage,3.0,1.0,135.0,1728.0,2.0,7812.5
Super built-up  Area,Ready To Move,HAL 2nd Stage,3.0,1.5843757375501535,252.0,1253.0,3.0,20111.73184357542
Plot  Area,17-Dec,HAL 2nd Stage,3.0,2.0,145.0,1080.0,3.0,13425.925925925925
Super built-up  Area,Ready To Move,HAL 2nd Stage,3.0,1.0,125.0,1770.0,2.0,7062.146892655367
Plot  Area,Ready To Move,HAL 3rd Stage,3.0,3.0,350.0,900.0,2.0,38888.88888888889
Super built-up  Area,18-Aug,HAL 3rd Stage,2.0,2.0,49.0,2760.0,2.0,1775.3623188405797
Built-up  Area,Ready To Move,HBR Layout,2.0,0.0,200.0,1700.0,2.0,11764.70588235294
Super built-up  Area,Ready To Move,HBR Layout,2.0,2.0,60.0,1650.0,1.0,3636.3636363636365
Super built-up  Area,Ready To Move,HBR Layout,2.0,1.0,60.0,1744.0,3.0,3440.3669724770643
Super built-up  Area,Ready To Move,HBR Layout,3.0,1.0,110.0,1200.0,2.0,9166.666666666666
Built-up  Area,Ready To Move,HBR Layout,2.0,1.0,65.0,1050.0,3.0,6190.476190476191
Plot  Area,Ready To Move,HBR Layout,4.0,2.0,115.0,1100.0,3.0,10454.545454545454
Plot  Area,Ready To Move,HBR Layout,2.0,1.0,230.0,1190.0,3.0,19327.731092436974
Super built-up  Area,Ready To Move,HBR Layout,2.0,1.0,43.0,1145.0,3.0,3755.4585152838426
Built-up  Area,Ready To Move,HBR Layout,2.0,0.0,120.0,2400.0,2.0,5000.0
Built-up  Area,Ready To Move,HBR Layout,2.0,1.0,145.0,2087.01,3.0,6947.73863086425
Super built-up  Area,Ready To Move,HMT Layout,3.0,3.0,90.0,1156.0,3.0,7785.467128027682
Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,3.0,2.0,56.0,1893.0,3.0,2958.2673005810884
Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,2.0,2.0,56.0,1430.0,3.0,3916.083916083916
Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,3.0,2.0,56.0,1703.0,2.0,3288.314738696418
Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,3.0,2.0,56.0,2400.0,3.0,2333.3333333333335
Built-up  Area,Ready To Move,HRBR Layout,2.0,2.0,95.0,1030.0,2.0,9223.300970873786
Built-up  Area,Ready To Move,HRBR Layout,2.0,2.0,98.0,1200.0,3.0,8166.666666666667
Plot  Area,Ready To Move,HRBR Layout,2.0,1.0,170.0,1400.0,3.0,12142.857142857143
Super built-up  Area,Ready To Move,HRBR Layout,2.0,1.0,78.0,1132.0,2.0,6890.459363957597
Built-up  Area,Ready To Move,HRBR Layout,3.0,1.0,90.0,1186.0,2.0,7588.532883642496
Super built-up  Area,Ready To Move,HRBR Layout,3.0,2.0,120.0,2065.0,5.0,5811.138014527845
Super built-up  Area,21-Dec,HRBR Layout,2.0,1.0,120.0,1220.0,3.0,9836.065573770491
Super built-up  Area,Ready To Move,HSR Layout,3.0,2.0,56.0,1285.0,2.0,4357.976653696498
Super built-up  Area,Ready To Move,HSR Layout,2.0,1.0,68.0,1135.0,3.0,5991.1894273127755
Super built-up  Area,Ready To Move,HSR Layout,2.0,1.0,65.0,600.0,1.0,10833.333333333334
Super built-up  Area,Ready To Move,HSR Layout,3.0,2.0,75.0,1296.0,3.0,5787.037037037037
Super built-up  Area,Ready To Move,HSR Layout,2.0,2.0,46.0,915.0,2.0,5027.3224043715845
Super built-up  Area,Ready To Move,HSR Layout,2.0,1.0,61.0,1200.0,2.0,5083.333333333333
Built-up  Area,Ready To Move,HSR Layout,3.0,2.0,90.0,1194.0,2.0,7537.688442211055
Super built-up  Area,Ready To Move,HSR Layout,2.0,2.0,46.0,740.0,2.0,6216.216216216216
Super built-up  Area,Ready To Move,HSR Layout,2.0,1.0,61.0,1005.0,1.0,6069.651741293533
Super built-up  Area,Ready To Move,HSR Layout,2.0,2.0,48.0,1308.0,2.0,3669.7247706422017
Super built-up  Area,Ready To Move,HSR Layout,2.0,2.0,56.0,1070.0,3.0,5233.644859813084
Super built-up  Area,Ready To Move,HSR Layout,2.0,2.0,98.0,1400.0,2.0,7000.0
Built-up  Area,Ready To Move,HSR Layout,2.0,1.0,69.0,1800.0,2.0,3833.3333333333335
Built-up  Area,Ready To Move,HSR Layout,2.0,1.0,53.0,1410.0,2.0,3758.8652482269504
Super built-up  Area,Ready To Move,HSR Layout,2.0,2.0,65.0,1790.0,2.0,3631.2849162011175
Super built-up  Area,Ready To Move,HSR Layout,2.0,2.0,46.0,1100.0,2.0,4181.818181818182
Super built-up  Area,Ready To Move,HSR Layout,2.0,2.0,46.0,1059.0,2.0,4343.720491029273
Super built-up  Area,Ready To Move,HSR Layout,2.0,2.0,56.0,1108.0,1.0,5054.151624548736
Built-up  Area,Ready To Move,HSR Layout,2.0,2.0,46.0,1581.0,2.0,2909.55091714105
Super built-up  Area,Ready To Move,HSR Layout,2.0,2.0,44.0,1027.0,2.0,4284.323271665044
Super built-up  Area,Ready To Move,HSR Layout,2.0,2.0,60.0,982.0,1.0,6109.979633401222
Super built-up  Area,Ready To Move,HSR Layout,2.0,2.0,135.0,1206.0,2.0,11194.029850746268
Built-up  Area,Ready To Move,HSR Layout,2.0,1.0,70.0,1200.0,3.0,5833.333333333333
Super built-up  Area,Ready To Move,HSR Layout,2.0,2.0,46.0,1827.0,2.0,2517.7887246852765
Super built-up  Area,Ready To Move,HSR Layout,2.0,1.5843757375501535,70.0,1270.0,3.0,5511.811023622047
Super built-up  Area,Ready To Move,HSR Layout,3.0,1.0,89.0,1057.0,2.0,8420.056764427625
Built-up  Area,Ready To Move,HSR Layout,2.0,2.0,60.0,1090.0,3.0,5504.587155963302
Plot  Area,Ready To Move,Hadosiddapura,3.0,2.0,165.0,1195.0,3.0,13807.531380753138
Super built-up  Area,Ready To Move,Hagadur,2.0,2.0,51.0,1610.0,2.0,3167.7018633540374
Built-up  Area,Ready To Move,Hagadur,2.0,2.0,45.0,1465.0,2.0,3071.6723549488056
Super built-up  Area,Ready To Move,Hanumanth Nagar,2.0,2.0,54.89,1490.0,3.0,3683.8926174496646
Super built-up  Area,Ready To Move,Hanumanth Nagar,2.0,2.0,52.86,3200.0,2.0,1651.875
Built-up  Area,Ready To Move,Hanumantha Nagar,2.0,1.0,175.0,1274.0,3.0,13736.263736263736
Super built-up  Area,18-May,Haralur Road,3.0,2.0,110.0,1200.0,2.0,9166.666666666666
Super built-up  Area,Ready To Move,Haralur Road,2.0,1.0,145.0,2045.0,2.0,7090.464547677261
Super built-up  Area,Ready To Move,Haralur Road,3.0,2.0,125.0,1307.0,2.0,9563.88676358072
Super built-up  Area,Ready To Move,Haralur Road,2.0,2.0,46.0,600.0,1.0,7666.666666666667
Super built-up  Area,Ready To Move,Haralur Road,3.0,1.5843757375501535,110.0,2401.0,2.0,4581.424406497293
Super built-up  Area,18-Aug,Haralur Road,2.0,1.0,67.38,850.0,2.0,7927.058823529412
Super built-up  Area,Ready To Move,Haralur Road,2.0,1.0,80.0,1089.0,3.0,7346.189164370982
Built-up  Area,Ready To Move,Haralur Road,2.0,1.0,68.0,1045.0,2.0,6507.177033492823
Super built-up  Area,Ready To Move,Haralur Road,3.0,2.0,56.0,1100.0,2.0,5090.909090909091
Super built-up  Area,Ready To Move,Haralur Road,3.0,3.0,56.0,1185.0,2.0,4725.738396624472
Super built-up  Area,Ready To Move,Haralur Road,2.0,2.0,46.0,1000.0,2.0,4600.0
Super built-up  Area,18-Dec,Haralur Road,3.0,2.0,101.0,1109.0,2.0,9107.303877366998
Super built-up  Area,18-Mar,Haralur Road,1.0,1.0,88.0,1360.0,3.0,6470.588235294118
Super built-up  Area,Ready To Move,Haralur Road,3.0,1.0,130.0,1750.0,3.0,7428.571428571428
Super built-up  Area,Ready To Move,Haralur Road,3.0,2.0,126.0,1665.0,2.0,7567.5675675675675
Super built-up  Area,18-Mar,Haralur Road,2.0,2.0,96.0,1290.0,3.0,7441.860465116279
Super built-up  Area,Ready To Move,Haralur Road,2.0,2.0,75.0,1500.0,3.0,5000.0
Super built-up  Area,Ready To Move,Haralur Road,2.0,2.0,125.0,1210.0,2.0,10330.578512396694
Super built-up  Area,Ready To Move,Haralur Road,2.0,2.0,44.0,2648.0,1.0,1661.631419939577
Super built-up  Area,Ready To Move,Haralur Road,2.0,2.0,46.0,1416.0,1.0,3248.587570621469
Built-up  Area,Ready To Move,Haralur Road,2.0,2.0,60.0,1146.0,3.0,5235.602094240838
Super built-up  Area,Ready To Move,Haralur Road,2.0,1.0,90.0,1176.0,2.0,7653.061224489796
Super built-up  Area,Ready To Move,Haralur Road,2.0,2.0,42.0,1464.0,1.0,2868.8524590163934
Super built-up  Area,Ready To Move,Haralur Road,2.0,2.0,43.0,940.0,2.0,4574.468085106383
Super built-up  Area,18-May,Haralur Road,2.0,2.0,47.0,1355.0,1.0,3468.6346863468634
Super built-up  Area,Ready To Move,Haralur Road,2.0,2.0,47.0,834.0,2.0,5635.491606714629
Super built-up  Area,Ready To Move,Haralur Road,3.0,1.0,90.0,1200.0,2.0,7500.0
Super built-up  Area,18-Apr,Haralur Road,2.0,2.0,85.0,4200.0,1.0,2023.8095238095239
Super built-up  Area,Ready To Move,Haralur Road,2.0,2.0,47.0,840.0,2.0,5595.238095238095
Super built-up  Area,18-Aug,Haralur Road,2.0,2.0,96.0,1070.0,3.0,8971.96261682243
Super built-up  Area,18-Jul,Haralur Road,3.0,2.0,83.05,1180.0,2.0,7038.135593220339
Built-up  Area,Ready To Move,Haralur Road,2.0,1.0,65.0,1830.0,1.0,3551.912568306011
Super built-up  Area,18-Aug,Haralur Road,3.0,2.0,100.0,1460.0,2.0,6849.315068493151
Super built-up  Area,Ready To Move,Haralur Road,2.0,2.0,46.0,1198.0,1.0,3839.7328881469116
Super built-up  Area,Ready To Move,Haralur Road,3.0,2.0,85.0,1250.0,2.0,6800.0
Super built-up  Area,Ready To Move,Haralur Road,2.0,2.0,46.0,1025.0,2.0,4487.804878048781
Super built-up  Area,Ready To Move,Haralur Road,2.0,1.0,85.0,1200.0,3.0,7083.333333333333
Super built-up  Area,Ready To Move,Haralur Road,2.0,2.0,75.0,1010.0,2.0,7425.742574257426
Super built-up  Area,Ready To Move,Haralur Road,2.0,1.0,82.0,1500.0,2.0,5466.666666666667
Super built-up  Area,Ready To Move,Haralur Road,2.0,1.0,75.0,1672.0,2.0,4485.645933014354
Super built-up  Area,Ready To Move,Haralur Road,2.0,1.0,90.0,1660.0,2.0,5421.686746987952
